RIO;COORD- X;COORD- Y;PUNTO;FECHA;Temperatura;Ph;Oxigeno disuelto;Solidos_Totales;Nitratos;Fosfatos;Turbiedad;DBO5;Coliformes fecales;CALIDAD AGUA NSF;Clasificacion 
CHAPIZA;177784,8;9681258,3;P1;10/01/2019  07:40:50 a, m,;22,1;7,05;6,91;84,5;3,6;0,57;1,36;15,7;900;50,87;Regular
CHAPIZA;178221,8;9689341,6;P2;10/01/2019  10:32:45 a, m,;19,9;7,4;7,56;94,9;6,1;0,23;1,74;16,1;600;55,5;Regular
CHAPIZA;178170;9693894;P3;10/01/2019  01:39:23 p, m,;20,1;6,96;6,36;103,65;5,6;0,36;1,85;11,2;800;52,4;Regular
CHAPIZA;176461,8;9699526,9;P4;10/01/2019  04:27:22 p, m,;20,6;6,85;6,89;168,56;3,7;0,86;1,61;16,2;700;48,91;Malo
CHAPIZA;170189;9701869,7;P5;10/01/2019  06:05:12 p, m,;21,4;6,96;6,97;128,23;6,3;0,69;0,85;14,8;700;49,08;Malo
HUASAGA;275317,5;9699416,5;P1;09/05/2019  09:10:02 a, m,;21,9;6,56;7,89;95,8;4,9;0,63;0,93;15,4;600;50,52;Regular
HUASAGA;267687,4;9704496,8;P2;09/05/2019  10:55:20 a, m,;21,5;7,2;7,36;63,19;4,8;0,86;0,85;14,2;600;51,12;Regular
HUASAGA;260536,9;9708079,8;P3;09/05/2019  12:44:40 p, m,;19,3;7,5;6,89;64,23;2,6;0,87;0,79;12,6;600;53,88;Regular
HUASAGA;258714,1;9715164,6;P4;09/05/2019  03:38:33 p, m,;19,6;7,04;7,8;63,59;3,9;0,28;0,89;16,1;800;55,62;Regular
HUASAGA;257269,2;9720800,8;P5;09/05/2019  05:15:53 p, m,;20,5;7,01;6,61;89,5;3,5;0,75;0,56;15,5;600;50,62;Regular
CHAPIZA;177784,8;9681258,3;P1;11/05/2019  07:10:23 a, m,;19,3;6,69;6,96;93,56;6,1;0,56;1,96;14,2;800;50,29;Regular
CHAPIZA;178221,8;9689341,6;P2;11/05/2019  11:23:13 a, m,;19,2;6,68;7,65;100,05;5,8;0,36;1,87;13,5;900;52,61;Regular
CHAPIZA;178170;9693894;P3;11/05/2019  02:39:35 p, m,;19,8;6,96;7,56;92,5;5,7;0,95;1,46;12,2;600;41,36;Malo
CHAPIZA;176461,8;9699526,9;P4;11/05/2019  02:17:29 p, m,;20,2;6,99;7,61;63,2;5,6;0,19;2,66;14,1;600;56,22;Regular
CHAPIZA;170189;9701869,7;P5;11/05/2019  06:13:28 p, m,;21,2;6,89;7,25;69,01;4,9;0,98;1,84;12,8;600;50,79;Regular
HUASAGA;275317,5;9699416,5;P1;04/09/2019  06:53:17 a, m,;19,5;7,02;6,92;46,52;3,5;0,87;1,63;13,1;700;52,56;Regular
HUASAGA;267687,4;9704496,8;P2;04/09/2019  09:28:13 a, m,;19,6;6,56;6,36;59,8;2,9;0,74;1,35;13,6;800;50,86;Regular
HUASAGA;260536,9;9708079,8;P3;04/09/2019  01:19:18 p, m,;19,9;7,3;6,82;68,69;3,5;0,63;2,41;12,6;800;53,86;Regular
HUASAGA;258714,1;9715164,6;P4;04/09/2019  03:35:39 p, m,;20,1;7,02;6,48;98,43;6,8;0,59;2,85;16,2;500;48,56;Malo
HUASAGA;257269,2;9720800,8;P5;04/09/2019  06:13:00 p, m,;20,5;7,06;7,94;45,7;3,4;0,84;3,25;11,2;900;53,22;Regular
CHAPIZA;177784,8;9681258,3;P1;07/09/2019  06:15:19 a, m,;21,1;7,05;7,69;95,05;3,8;0,63;2,45;14,6;1200;51,02;Regular
CHAPIZA;178221,8;9689341,6;P2;07/09/2019  09:38:25 a, m,;21,5;7,56;6,28;100,07;4,9;0,58;1,63;15,9;1100;48,5;Malo
CHAPIZA;178170;9693894;P3;07/09/2019  11:53:10 a, m,;19,7;6,69;7,8;116,89;5,2;0,69;0,95;14,8;600;51,84;Regular
CHAPIZA;176461,8;9699526,9;P4;07/09/2019  02:52:39 p, m,;19,9;6,96;6,89;98,94;6,2;0,67;0,89;14,4;800;50,45;Regular
CHAPIZA;170189;9701869,7;P5;07/09/2019  05:16:56 p, m,;19,6;6,87;6,8;96,31;3,5;0,69;1,24;13,2;600;41,08;Malo
HUASAGA;275317,5;9699416,5;P1;08/01/2020  08:17:43 a, m,;21,7;6,9;9,12;94,9;5,8;0,28;0,79;16,2;900;52,33;Regular
HUASAGA;267687,4;9704496,8;P2;08/01/2020  10:01:33 a, m,;21,3;6,6;9,33;103,65;3,4;0,75;0,76;15,9;600;50,95;Regular
HUASAGA;260536,9;9708079,8;P3;08/01/2020  01:21:40 p, m,;19,6;6,72;8,17;168,56;5,2;0,56;0,81;14,7;600;52,78;Regular
HUASAGA;258714,1;9715164,6;P4;08/01/2020  03:42:25 p, m,;19,8;7,45;8,63;128,23;2,9;0,36;0,91;12,9;600;58,42;Regular
HUASAGA;257269,2;9720800,8;P5;08/01/2020  05:52:29 p, m,;20,2;6,44;6,42;95,8;6,6;0,95;0,79;15,2;700;45,71;Malo
CHAPIZA;177784,8;9681258,3;P1;10/01/2020  07:10:50 a, m,;19,7;6,7;7,85;63,19;4,9;0,19;2,6;11,6;800;58,39;Regular
CHAPIZA;178221,8;9689341,6;P2;10/01/2020  10:12:45 a, m,;19,6;6;8,1;64,23;2,3;0,98;1,05;12,4;800;51,83;Regular
CHAPIZA;178170;9693894;P3;10/01/2020  01:29:23 p, m,;19,5;6,4;6,33;63,59;3,6;0,87;1,85;15,8;500;49,18;Malo
CHAPIZA;176461,8;9699526,9;P4;10/01/2020  04:47:22 p, m,;20,4;6,8;7,1;89,5;4,8;0,74;0,36;16,1;2500;46,37;Malo
CHAPIZA;170189;9701869,7;P5;10/01/2020  06:25:12 p, m,;21,8;6,9;6,66;93,56;4,5;0,23;2,65;14,5;700;54,14;Regular
HUASAGA;275317,5;9699416,5;P1;09/05/2020  09:19:02 a, m,;19,3;7,1;6,16;100,05;4,9;0,59;1,7;11,3;1500;50,58;Regular
HUASAGA;267687,4;9704496,8;P2;09/05/2020  10:55:20 a, m,;19,9;7,4;6,19;92,5;6,1;0,69;3,59;11,9;700;51,06;Regular
HUASAGA;260536,9;9708079,8;P3;09/05/2020  12:14:40 p, m,;20,5;7;6,2;63,2;6,5;0,63;2,86;12,2;900;48,97;Malo
HUASAGA;258714,1;9715164,6;P4;09/05/2020  03:18:33 p, m,;20,8;7,2;7,15;69,01;6,8;0,96;1,69;16,1;600;47,82;Malo
HUASAGA;257269,2;9720800,8;P5;09/05/2020  05:45:53 p, m,;20,5;7;8,55;46,52;4,9;0,67;1,63;13,4;600;53,13;Regular
CHAPIZA;177784,8;9681258,3;P1;11/05/2020  07:19:23 a, m,;19,7;7,04;9,52;59,8;4,8;0,57;1,56;12,7;800;54,9;Regular
CHAPIZA;178221,8;9689341,6;P2;11/05/2020  11:50:13 a, m,;19,4;7,3;6,22;68,69;4,7;0,23;1,63;11,2;1000;54,69;Regular
CHAPIZA;178170;9693894;P3;11/05/2020  02:31:35 p, m,;21,4;6,76;7,6;83,9;5,8;0,36;1,03;11,8;1300;52,32;Regular
CHAPIZA;176461,8;9699526,9;P4;11/05/2020  02:27:29 p, m,;22,1;6,65;9,5;94,3;4,6;0,45;0,59;15,6;600;52,43;Regular
CHAPIZA;170189;9701869,7;P5;11/05/2020  06:33:28 p, m,;22,2;6,86;8,2;96,01;3,5;1,01;0,85;14,2;600;51,65;Regular
HUASAGA;275317,5;9699416,5;P1;04/09/2020  06:23:17 a, m,;19,5;6,6;8,78;92,5;3,6;0,56;1,95;12,9;600;54,63;Regular
HUASAGA;267687,4;9704496,8;P2;04/09/2020  09:08:13 a, m,;19,7;6,3;8,96;98,99;6,1;0,36;1,36;14,2;700;52,11;Regular
HUASAGA;260536,9;9708079,8;P3;04/09/2020  01:49:18 p, m,;20,7;6,4;8,87;81,95;5,6;0,86;1,74;13,5;800;50,73;Regular
HUASAGA;258714,1;9715164,6;P4;04/09/2020  03:15:39 p, m,;20,2;7;6,32;54,1;5,25;0,56;3,25;12,6;600;52,4;Regular
HUASAGA;257269,2;9720800,8;P5;04/09/2020  06:03:00 p, m,;20,9;6,3;7,36;62,5;2,5;0,25;2,45;11,4;600;58,44;Regular
CHAPIZA;177784,8;9681258,3;P1;07/09/2020  06:45:19 a, m,;19,6;6,2;7,54;62,97;6,8;0,19;1,63;11,2;600;55,12;Regular
CHAPIZA;178221,8;9689341,6;P2;07/09/2020  09:58:25 a, m,;19,8;7;7,65;49,8;6,2;0,63;0,95;15,8;700;50,78;Regular
CHAPIZA;178170;9693894;P3;07/09/2020  11:59:10 a, m,;21,5;6,4;8,63;76,8;2,1;0,96;0,89;14,6;600;51,7;Regular
CHAPIZA;176461,8;9699526,9;P4;07/09/2020  02:58:39 p, m,;20,5;6,4;8,32;84,5;2,5;0,63;1,24;13,7;700;53,88;Regular
CHAPIZA;170189;9701869,7;P5;07/09/2020  05:38:56 p, m,;20,3;6,9;7,36;46,02;6,2;0,42;0,79;12,7;600;54,07;Regular
HUASAGA;275317,5;9699416,5;P1;08/01/2021  07:17:43 a, m,;19,5;7,3;9,38;49,6;4,9;0,26;0,76;14,6;2500;53,22;Regular
HUASAGA;267687,4;9704496,8;P2;08/01/2021  09:01:33 a, m,;19,7;7,6;9,56;45,2;3,9;0,87;0,81;15,9;700;52,09;Regular
HUASAGA;260536,9;9708079,8;P3;08/01/2021  12:21:40 p, m,;20,1;7,2;8,97;59,6;3,4;0,56;0,91;14,8;1500;53,08;Regular
HUASAGA;258714,1;9715164,6;P4;08/01/2021  02:52:25 p, m,;20,7;7,5;8,88;52,63;5,8;0,69;0,79;14,4;700;53,13;Regular
HUASAGA;257269,2;9720800,8;P5;08/01/2021  04:52:29 p, m,;21,9;7,2;6,09;68,95;4,9;0,21;2,6;13,2;900;53,96;Regular
CHAPIZA;177784,8;9681258,3;P1;10/01/2021  07:15:50 a, m,;22,3;7,22;7,3;95,23;6,1;0,96;1,05;16,2;600;48,67;Malo
CHAPIZA;178221,8;9689341,6;P2;10/01/2021  10:36:45 a, m,;20,1;7,5;8,45;94,7;6,5;0,67;1,85;15,9;700;51,1;Regular
CHAPIZA;178170;9693894;P3;10/01/2021  01:59:23 p, m,;20,3;6,84;6,08;164,23;6,8;0,57;1,35;14,7;1500;46,74;Malo
CHAPIZA;176461,8;9699526,9;P4;10/01/2021  04:07:22 p, m,;20,8;6,52;7,2;49,63;4,9;0,23;2,41;12,9;600;56,6;Regular
CHAPIZA;170189;9701869,7;P5;10/01/2021  06:35:12 p, m,;21,6;6,74;6,56;100,56;4,8;0,36;3,51;15,2;600;51,59;Regular
HUASAGA;275317,5;9699416,5;P1;09/05/2021  09:49:02 a, m,;19,2;6,7;6,05;124,9;4,7;0,86;2,01;11,6;700;49,34;Malo
HUASAGA;267687,4;9704496,8;P2;09/05/2021  10:15:20 a, m,;19,6;6,4;6,08;57,6;5,8;0,69;3,59;12,4;800;48,15;Malo
HUASAGA;260536,9;9708079,8;P3;09/05/2021  12:44:40 p, m,;20,4;6,62;6,9;73,9;4,6;0,63;2,86;15,8;700;50,4;Regular
HUASAGA;258714,1;9715164,6;P4;09/05/2021  03:48:33 p, m,;20,5;7,1;7,1;86,3;3,5;0,86;1,69;16,1;600;51,7;Regular
HUASAGA;257269,2;9720800,8;P5;09/05/2021  05:55:53 p, m,;20,6;6,8;8,5;94,9;3,6;0,87;1,63;14,5;2500;49,61;Malo
CHAPIZA;177784,8;9681258,3;P1;11/05/2021  07:39:23 a, m,;19,8;6,4;9,26;103,65;6,1;0,28;1,56;11,3;700;55,28;Regular
CHAPIZA;178221,8;9689341,6;P2;11/05/2021  11:51:13 a, m,;20;6,1;6,01;168,56;5,6;0,75;1,63;12,6;1500;45,59;Malo
CHAPIZA;178170;9693894;P3;11/05/2021  02:11:35 p, m,;21,7;6,2;7,5;128,23;3,7;0,36;1,03;16,1;700;50,98;Regular
CHAPIZA;176461,8;9699526,9;P4;11/05/2021  02:47:29 p, m,;20,7;6,1;9,36;95,8;6,3;0,28;0,59;15,5;900;51,59;Regular
CHAPIZA;170189;9701869,7;P5;11/05/2021  06:13:28 p, m,;20,3;6,7;8,6;63,19;4,9;0,26;0,85;14,2;600;56,77;Regular
HUASAGA;275317,5;9699416,5;P1;04/09/2021  06:33:17 a, m,;19,7;7,4;8,87;64,23;4,8;0,59;0,81;13,5;600;54,85;Regular
HUASAGA;267687,4;9704496,8;P2;04/09/2021  09:28:13 a, m,;19,8;7,7;8,69;63,59;2,6;0,18;0,94;12,2;800;61,06;Regular
HUASAGA;260536,9;9708079,8;P3;04/09/2021  01:19:18 p, m,;20,6;7,3;8,78;89,5;3,9;1,01;1,02;14,1;1000;52,27;Regular
HUASAGA;258714,1;9715164,6;P4;04/09/2021  03:45:39 p, m,;21,4;7,7;6,23;90,02;3,5;1,02;0,79;12,8;1300;48,83;Malo
HUASAGA;257269,2;9720800,8;P5;04/09/2021  06:03:00 p, m,;22,2;7,4;7,63;48,26;6,1;1,01;0,75;13,1;600;50,67;Regular
CHAPIZA;177784,8;9681258,3;P1;07/09/2021  06:45:19 a, m,;20;7,08;7,9;52,1;3,4;0,99;2,56;13,6;600;53,19;Regular
CHAPIZA;178221,8;9689341,6;P2;07/09/2021  09:28:25 a, m,;20;7,7;7,56;54,6;3,8;0,63;2,08;12,6;600;54,85;Regular
CHAPIZA;178170;9693894;P3;07/09/2021  11:29:10 a, m,;20,2;6,41;8,36;63,2;4,9;0,56;2,94;15,8;700;51,39;Regular
CHAPIZA;176461,8;9699526,9;P4;07/09/2021  02:28:39 p, m,;21,3;6,95;8,2;61,23;5,2;0,63;2,71;14,6;800;51,48;Regular
CHAPIZA;170189;9701869,7;P5;07/09/2021  05:11:56 p, m,;21,9;6,46;7,63;97,9;6,2;0,42;1,95;13,7;600;51,39;Regular
HUASAGA;275317,5;9699416,5;P1;08/01/2022  06:27:43 a, m,;19,8;6,9;7,89;98,2;6,6;0,26;1,36;12,7;600;55,81;Regular
HUASAGA;267687,4;9704496,8;P2;08/01/2022  09:11:33 a, m,;19,9;6,6;7,36;52,3;5,8;0,87;1,74;15,8;600;49,1;Malo
HUASAGA;260536,9;9708079,8;P3;08/01/2022  12:01:40 p, m,;20,7;6,65;6,89;83,9;6,4;0,56;1,85;12,1;700;51,82;Regular
HUASAGA;258714,1;9715164,6;P4;08/01/2022  02:22:25 p, m,;21,5;7,3;7,8;94,3;5,2;0,69;1,61;13,5;600;52,48;Regular
HUASAGA;257269,2;9720800,8;P5;08/01/2022  04:12:29 p, m,;22,3;6,6;6,61;95,05;2,9;0,63;0,85;16,3;600;50,23;Regular
CHAPIZA;177784,8;9681258,3;P1;10/01/2022  07:35:50 a, m,;20,1;6,6;6,96;100,07;6,6;0,96;0,93;16,2;700;47,16;Malo
CHAPIZA;178221,8;9689341,6;P2;10/01/2022  10:16:45 a, m,;20,2;6,3;7,65;116,89;4,9;0,67;0,85;15,9;1500;48,02;Malo
CHAPIZA;178170;9693894;P3;10/01/2022  01:09:23 p, m,;20,3;6,4;7,56;98,94;2,3;0,57;0,79;14,7;600;53,47;Regular
CHAPIZA;176461,8;9699526,9;P4;10/01/2022  04:57:22 p, m,;21,4;6,3;7,61;96,31;2,1;0,23;0,89;12,9;600;57,23;Regular
CHAPIZA;170189;9701869,7;P5;10/01/2022  06:05:12 p, m,;22;6,9;7,25;94,9;2,5;0,36;1,36;15,2;700;54,03;Regular
HUASAGA;275317,5;9699416,5;P1;09/05/2022  09:19:02 a, m,;19,9;7,2;6,92;103,65;6,2;0,86;1,74;11,6;800;50,83;Regular
HUASAGA;267687,4;9704496,8;P2;09/05/2022  10:35:20 a, m,;20;7,5;6,36;168,56;4,9;0,69;1,85;12,4;1000;50,62;Regular
HUASAGA;260536,9;9708079,8;P3;09/05/2022  12:14:40 p, m,;20,8;7,1;6,82;128,23;3,9;0,63;1,61;15,8;700;51,96;Regular
HUASAGA;258714,1;9715164,6;P4;09/05/2022  03:18:33 p, m,;21,6;7,4;6,48;95,8;3,4;0,86;0,85;16,1;700;49,69;Malo
HUASAGA;257269,2;9720800,8;P5;09/05/2022  05:45:53 p, m,;22,4;7,1;7,94;63,19;5,8;0,87;0,93;14,5;600;50,69;Regular
CHAPIZA;177784,8;9681258,3;P1;11/05/2022  07:19:23 a, m,;20,2;7,05;7,69;64,23;4,9;0,28;0,85;12,5;600;57,57;Regular
CHAPIZA;178221,8;9689341,6;P2;11/05/2022  11:11:13 a, m,;20,3;7,4;6,28;63,59;5,2;0,67;0,79;13,5;600;51,65;Regular
CHAPIZA;178170;9693894;P3;11/05/2022  02:08:35 p, m,;20,4;6,96;7,8;89,5;6,2;0,57;0,89;12,6;800;53,07;Regular
CHAPIZA;176461,8;9699526,9;P4;11/05/2022  02:27:29 p, m,;21,5;6,85;6,89;93,56;6,6;0,23;0,56;11,4;600;55,2;Regular
CHAPIZA;170189;9701869,7;P5;11/05/2022  06:00:28 p, m,;22,1;6,96;6,8;83,9;5,8;0,36;1,96;11,2;800;53,24;Regular
HUASAGA;275317,5;9699416,5;P1;04/09/2022  06:03:17 a, m,;20;6,7;9,12;94,3;6,4;0,86;1,03;15,8;900;48,97;Malo
HUASAGA;267687,4;9704496,8;P2;04/09/2022  08:28:13 a, m,;20,1;6,1;9,33;96,01;5,2;0,69;0,59;14,6;600;50,56;Regular
HUASAGA;260536,9;9708079,8;P3;04/09/2022  12:19:18 p, m,;20,9;6,6;8,17;92,5;2,9;0,63;0,85;13,7;600;54,79;Regular
HUASAGA;258714,1;9715164,6;P4;04/09/2022  02:45:39 p, m,;21,7;7,1;8,63;98,99;6,6;0,86;0,81;12,7;600;51,26;Regular
HUASAGA;257269,2;9720800,8;P5;04/09/2022  05:03:00 p, m,;22,5;6,3;6,42;81,95;4,9;0,87;0,94;15,8;700;46,83;Malo
CHAPIZA;177784,8;9681258,3;P1;07/09/2022  07:45:19 a, m,;20,3;6,2;7,85;54,1;2,3;0,28;1,02;12,1;800;56,64;Regular
CHAPIZA;178221,8;9689341,6;P2;07/09/2022  10:28:25 a, m,;20,4;6;8,1;62,5;3,9;0,75;0,79;13,5;800;50,86;Regular
CHAPIZA;178170;9693894;P3;07/09/2022  12:29:10 p, m,;20,5;6,1;6,33;62,97;3,5;0,56;0,75;16,3;500;49,94;Malo
CHAPIZA;176461,8;9699526,9;P4;07/09/2022  03:28:39 p, m,;21,6;6;7,1;49,8;6,1;0,28;2,56;16,2;600;49,72;Malo
CHAPIZA;170189;9701869,7;P5;07/09/2022  06:11:56 p, m,;22,2;6,6;6,66;76,8;5,8;0,26;2,08;15,9;600;51,68;Regular
HUASAGA;275317,5;9699416,5;P1;08/01/2023  07:23:43 a, m,;19,6;7,2;6,05;84,5;5,7;0,59;2,94;14,7;600;49,78;Malo
HUASAGA;267687,4;9704496,8;P2;08/01/2023  10:25:33 a, m,;19,8;7,5;6,08;94,9;5,6;0,18;2,71;12,9;700;55,17;Regular
HUASAGA;260536,9;9708079,8;P3;08/01/2023  01:21:40 p, m,;20,8;7,1;6,9;103,65;4,9;1,01;1,95;15,2;800;49,9;Malo
HUASAGA;258714,1;9715164,6;P4;08/01/2023  03:32:25 p, m,;20,3;7,4;7,1;168,56;3,5;1,02;1,36;11,6;800;52,61;Regular
HUASAGA;257269,2;9720800,8;P5;08/01/2023  05:22:29 p, m,;21;7,1;8,5;128,23;2,9;1,01;1,74;12,4;500;53,97;Regular
CHAPIZA;177784,8;9681258,3;P1;10/01/2023  06:45:50 a, m,;19,7;7,05;9,26;95,8;3,5;0,99;1,85;15,8;900;51,15;Regular
CHAPIZA;178221,8;9689341,6;P2;10/01/2023  09:16:45 a, m,;19,9;7,4;6,01;63,19;6,8;0,69;1,61;16,1;1200;46,39;Malo
CHAPIZA;178170;9693894;P3;10/01/2023  12:09:23 p, m,;21,6;6,96;7,5;64,23;3,4;0,67;0,85;13,4;1100;52,03;Regular
CHAPIZA;176461,8;9699526,9;P4;10/01/2023  03:57:22 p, m,;20,6;6,85;9,36;63,59;3,8;0,69;0,93;12,7;600;55,13;Regular
CHAPIZA;170189;9701869,7;P5;10/01/2023  05:05:12 p, m,;20,4;6,96;8,6;89,5;4,9;0,28;0,85;11,2;800;58,21;Regular
HUASAGA;275317,5;9699416,5;P1;09/05/2023  09:19:02 a, m,;21,8;6,7;8,87;93,56;6,6;0,75;0,79;11,8;600;51,35;Regular
HUASAGA;267687,4;9704496,8;P2;09/05/2023  10:35:20 a, m,;21,4;6,4;8,69;100,05;4,9;0,56;1,85;15,6;900;50,02;Regular
HUASAGA;260536,9;9708079,8;P3;09/05/2023  12:14:40 p, m,;19,7;6,62;8,78;92,5;2,3;0,36;1,61;14,2;600;56,16;Regular
HUASAGA;258714,1;9715164,6;P4;09/05/2023  03:18:33 p, m,;19,9;7,1;6,23;63,2;3,9;0,95;0,85;12,9;600;51,17;Regular
HUASAGA;257269,2;9720800,8;P5;09/05/2023  05:25:53 p, m,;20,3;6,4;7,63;69,01;3,5;0,56;0,93;14,2;600;53,27;Regular
CHAPIZA;177784,8;9681258,3;P1;11/05/2023  07:19:33 a, m,;19,8;6,4;7,9;52,1;6,1;0,28;0,85;15,7;700;52,43;Regular
CHAPIZA;178221,8;9689341,6;P2;11/05/2023  11:31:13 a, m,;19,7;6,1;7,56;54,6;5,8;0,26;0,79;16,1;800;51,22;Regular
CHAPIZA;178170;9693894;P3;11/05/2023  02:28:35 p, m,;19,6;6,2;8,36;63,2;5,7;0,59;0,89;11,2;800;52,13;Regular
CHAPIZA;176461,8;9699526,9;P4;11/05/2023  02:47:29 p, m,;20,5;6,1;8,2;61,23;5,6;0,18;0,56;16,2;500;54,89;Regular
CHAPIZA;170189;9701869,7;P5;11/05/2023  06:10:28 p, m,;21,9;6,7;7,63;97,9;6,1;1,01;1,96;14,8;600;48,64;Malo
ZAMORA;785452,2;9649154,6;P1;10/2/2018 7:30;19,8;7,2;8,9;54,25;3,5;0,34;0,85;13,5;1400;55,13;Regular
ZAMORA;784661,9;9735603,4;P2;10/2/2018  11:00:00 a.m.;20,5;6,9;7,26;60,36;4,7;0,53;1,06;12,4;900;52,57;Regular 
ZAMORA;782524,2;9637052,6;P3;10/2/2018  13:15:00 p.m.;21,2;7,2;8,88;60,85;6,5;0,59;0,92;14,7;700;51,49;Regular
ZAMORA;780611,4;9633126,6;P4;10/2/2018  15:10:00 p.m ;21,8;7,3;8,04;74,45;4,7;0,35;0,99;12,4;800;55,15;Regular
ZAMORA;785452,2;9649154,6;P1;10/6/2018  7:30:02 a.m.;19,5;7,6;8,26;50,58;4,9;0,24;2,7;12,8;800;57,34;Regular
ZAMORA;784661,9;9735603,4;P2;10/6/2018  11:00:00 a.m.;19,9;7,7;8,35;53,25;5,2;0,43;1,15;13,9;1100;53,52;Regular
ZAMORA;782524,2;9637052,6;P3;10/6/2018  13:15:00 p.m.;20,1;8;8,14;70,85;6,1;0,49;1,95;14,9;1600;50,47;Regular
ZAMORA;780611,4;9633126,6;P4;10/6/2018  15:10:00 p.m.;20,9;7,8;8,81;96.45;5,6;0,25;0,46;14,7;1000;55,86;Regular
ZAMORA;785452,2;9649154,6;P1;10/10/2018  7:30:02 a.m.;20,1;7,5;8,67;56,56;4.8;0,51;0,69;14,5;900;54,04;Regular
ZAMORA;784661,9;9735603,4;P2;10/10/2018  11:00:00 a.m.;20,6;7,6;7,95;60,96;5,6;0,64;1,04;13,2;1300;52,04;Regular
ZAMORA;782524,2;9637052,6;P3;10/10/2018  13:15:00 p.m.;21,2;8;8,69;70,23;6,4;0,43;1,12;12,6;800;53,05;Regular
ZAMORA;780611,4;9633126,6;P4;10/10/2018  15:10:00 p.m.;22,1;7,3;8,73;90,99;5,3;0,51;1,73;14,8;600;53,09;Regular
ZAMORA;785452,2;9649154,6;P1;10/2/2019  7:30:02 a.m.;19,7;7,9;8,07;75,29;4,8;0,49;0,75;14,2;1600;51,79;Regular
ZAMORA;784661,9;9735603,4;P2;10/2/2019  11:00:00 a.m.;20,4;7,6;7,35;80,02;5,6;0,68;0,96;13,1;1100;51,56;Regular
ZAMORA;782524,2;9637052,6;P3;10/2/2019  13:15:00 p.m.;21,1;7,4;8,36;50,85;6,5;0,74;0,82;14,9;900;49,96;Malo
ZAMORA;780611,4;9633126,6;P4;10/2/2019  15:10:00 p.m.;21,7;7,3;8,13;64,45;4,9;0,5;0,89;13,1;1000;53,22;Regular
ZAMORA;785452,2;9649154,6;P1;10/6/2019  7:30:02 a.m.;19,5;7,8;8,95;101,86;4,9;0,39;2,6;13,5;800;54,68;Regular
ZAMORA;784661,9;9735603,4;P2;10/6/2019  11:00:00 a.m.;20,5;7,9;8,23;109,01;5,8;0,58;1,05;14,6;1300;51,2;Regular
ZAMORA;782524,2;9637052,6;P3;10/6/2019  13:15:00 p.m.;21,1;6,8;8,24;100,85;6,4;0,64;1,85;14,8;1800;47,95;Malo
ZAMORA;780611,4;9633126,6;P4;10/6/2019  15:10:00 p.m.;22,3;8;8,04;108,25;5,9;0,4;0,36;15;1200;50,84;Regular
ZAMORA;785452,2;9649154,6;P1;10/10/2019  7:30:02 a.m.;19,7;7,9;8,77;104,12;6,5;0,66;0,59;14,2;1100;50,53;Regular
ZAMORA;784661,9;9735603,4;P2;10/10/2019  11:00:00 a.m.;20,4;6,9;7,05;49,23;6,4;0,79;0,94;13,9;1500;48,46;Malo
ZAMORA;782524,2;9637052,6;P3;10/10/2019  13:15:00 p.m.;21,5;7,3;7,6;52,28;6,5;0,58;1,02;13,3;1000;50,83;Regular
ZAMORA;780611,4;9633126,6;P4;10/10/2019 15:10;22,7;8;8,83;69,87;6,1;0,66;1,63;14,7;800;50,26;Regular
ZAMORA;785452,2;9649154,6;P1;10/2/2020 7:30;19,6;7,2;7,52;93,29;4,7;0,42;1,05;13,3;1500;52,52;Regular
ZAMORA;784661,9;9735603,4;P2;10/2/2020 11:00;20,4;7,8;7,8;98,02;6,5;0,61;1,26;12,2;1000;52,1;Regular
ZAMORA;782524,2;9637052,6;P3;10/2/2020 13:15;21,5;7,6;8,81;68,85;5,8;0,67;1,12;14,5;800;51,37;Regular
ZAMORA;780611,4;9633126,6;P4;10/2/2020 15:10;22,9;7,43;8,58;82,45;4,9;0,22;1,19;12,2;900;57,21;Regular
ZAMORA;785452,2;9649154,6;P1;10/6/2020 7:30;19,8;8;7,92;98,74;5,6;0,11;2,9;12,6;900;57,91;Regular
ZAMORA;784661,9;9735603,4;P2;10/6/2020 11:00;20,8;7,6;7,2;63,25;6,2;0,3;1,35;13,7;1200;53,32;Regular
ZAMORA;782524,2;9637052,6;P3;10/6/2020 13:15;21,4;7,4;8,21;62,89;6,3;0,36;2,15;14,5;1700;50,74;Regular
ZAMORA;780611,4;9633126,6;P4;10/6/2020 15:10;21,8;7,6;7,98;70,89;6,5;0,12;0,91;15;1100;54,96;Regular
ZAMORA;785452,2;9649154,6;P1;10/10/2020 7:30;19,7;7,9;8,82;90,84;4,7;0,38;1,14;13,8;1000;54,31;Regular
ZAMORA;784661,9;9735603,4;P2;10/10/2020 11:00;20,8;7,1;8,08;98,23;3,9;0,51;1,49;12,5;1400;54,43;Regular
ZAMORA;782524,2;9637052,6;P3;10/10/2020 13:15;20,9;6,9;8,09;79,82;4,8;0,3;1,57;11,9;900;56,88;Regular
ZAMORA;780611,4;9633126,6;P4;10/10/2020 15:10;21,5;6,9;7,86;63,13;5,4;0,38;2,18;14,9;700;52,69;Regular
ZAMORA;785452,2;9649154,6;P1;10/2/2021 7:30;19,5;7,9;7,63;83,29;5,8;0,36;1,2;13,5;1700;51,36;Regular
ZAMORA;784661,9;9735603,4;P2;10/2/2021 11:00;20,2;6,9;7,91;88,02;4,9;0,55;1,41;12,4;1200;53,09;Regular
